Location Id,Depot Id,Schedule OTB with Wave,Loading Time - Fixed,Unloading Time - Fixed,Loading Time - Variable,Unloading Time - Variable,RSU Percentage Override,Balance Profile,First Balance Load Percentage
6126811,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126813,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126816,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126820,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6172702,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
8880030,30053,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
8880030,30102,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
1234567,30103,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
2103200,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30103,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30103,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30103,30053,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
2025,30103,2,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
2030,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2032,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
2080,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2102,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2111,30103,1,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2117,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2120,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2156,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2163,30052,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2164,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2175,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2193,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2194,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2198,30103,2,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
2223,30103,2,00:20:00,00:20:00,00:04:30,00:04:30,,Default,
2234,30103,2,00:20:00,00:20:00,00:03:45,00:03:45,,Default,
2266,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2282,30103,2,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
2322,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2334,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2339,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2347,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
2374,30103,2,00:20:00,00:20:00,00:03:00,00:03:00,,Default,
2423,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2447,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2452,30103,1,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2494,30103,1,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2496,30103,2,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
2509,30103,2,00:20:00,00:20:00,00:04:00,00:04:00,,Default,
2510,30103,1,01:05:00,01:05:00,00:00:00,00:00:00,,Default,
2511,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
2514,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2516,30103,2,00:20:00,00:20:00,00:03:45,00:03:45,,Default,
2520,30103,2,00:20:00,00:20:00,00:00:15,00:00:15,,Default,
2530,30103,1,00:20:00,00:20:00,00:01:45,00:01:45,,Default,
2537,30103,1,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
2552,30103,2,01:10:00,01:10:00,00:00:00,00:00:00,,Default,
2590,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2609,30103,2,00:20:00,00:20:00,00:03:45,00:03:45,,Default,
2636,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2644,30103,1,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2670,30103,1,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2675,30052,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2695,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2696,30103,2,00:20:00,00:20:00,00:04:00,00:04:00,,Default,
2704,30103,2,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
2724,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
2763,30103,2,00:40:00,00:40:00,00:00:00,00:00:00,,Default,
2782,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
2811,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2833,30103,1,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2845,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2924,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2975,30103,2,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
30002,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30052,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30054,30103,0,00:20:00,00:20:00,00:00:00,00:00:00,,Default,
30102,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30102,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30102,30053,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30110,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30111,68807,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30113,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
3015,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
3025,30103,2,00:20:00,00:20:00,00:03:45,00:03:45,,Default,
3036,30103,2,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
3040,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
3047,30103,2,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
3048,30103,1,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
3054,30103,2,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
3055,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
3058,30103,2,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
3075,30103,1,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
3123,30103,2,00:20:00,00:20:00,00:03:00,00:03:00,,Default,
3124,30103,1,00:20:00,00:20:00,00:03:45,00:03:45,,Default,
3127,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
3133,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
3151,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
3178,30103,2,00:20:00,00:20:00,00:02:00,00:02:00,,Default,
3186,30103,2,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
3190,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
3199,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
3248,30103,2,00:20:00,00:20:00,00:00:15,00:00:15,,Default,
3268,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
3278,30103,2,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
3311,30103,2,00:20:00,00:20:00,00:02:00,00:02:00,,Default,
3326,30103,2,00:20:00,00:20:00,00:04:00,00:04:00,,Default,
3338,30103,2,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
3376,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
3384,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
3388,30103,0,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
3390,30103,1,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
3391,30103,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
34002,38111,0,01:05:00,01:05:00,00:00:00,00:00:00,,Default,
3406,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
3423,30103,1,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
3425,30103,1,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
3432,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
3447,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
3451,30103,2,00:20:00,00:20:00,00:04:00,00:04:00,,Default,
34512,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
34514,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
34515,30053,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
34515,38111,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
34517,30103,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
34517,30053,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
34517,30102,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
3455,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
3460,30103,1,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
3461,30103,2,01:05:00,01:05:00,00:00:00,00:00:00,,Default,
3465,30103,2,00:20:00,00:20:00,00:04:00,00:04:00,,Default,
3469,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
3493,30103,2,00:20:00,00:20:00,00:02:15,00:02:15,,Default,
35606,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
35611,68807,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
35612,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
37197,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
37198,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
38110,30103,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
38111,38111,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
38111,34002,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
38111,34515,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
4341,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
4343,30103,2,00:40:00,00:40:00,00:00:00,00:00:00,,Default,
4380,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
4403,30103,2,00:20:00,00:20:00,00:01:45,00:01:45,,Default,
4413,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
4423,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
4432,30103,1,00:20:00,00:20:00,00:01:45,00:01:45,,Default,
4466,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
4477,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
4579,30103,2,00:20:00,00:20:00,00:00:15,00:00:15,,Default,
4611,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
4615,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
4893,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5002,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5007,30103,2,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
5008,30103,2,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
5017,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5025,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
5027,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5028,30103,2,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
5034,30103,2,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
5035,30103,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
5044,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5050,30103,1,00:20:00,00:20:00,00:03:45,00:03:45,,Default,
5055,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
5058,30103,1,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
5062,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5072,30103,2,00:20:00,00:20:00,00:04:45,00:04:45,,Default,
5073,30103,2,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
5075,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
5089,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
5129,30103,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
5141,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
5153,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5155,30103,1,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
5167,30103,2,00:40:00,00:40:00,00:00:00,00:00:00,,Default,
5172,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5209,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
5213,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
5250,30103,2,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
5299,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
53039,30103,1,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
53041,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
53055,30103,1,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
53065,30103,1,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
53070,30103,1,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
53071,30103,1,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
5316,30103,1,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5321,30103,2,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
5352,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
5370,30103,2,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
5381,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5394,30103,2,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
5401,30103,2,00:20:00,00:20:00,00:04:00,00:04:00,,Default,
5434,30103,1,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5446,30103,2,00:40:00,00:40:00,00:00:00,00:00:00,,Default,
5475,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5519,30103,1,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
5533,30103,1,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
5559,30103,2,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
5562,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
5563,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5567,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
5615,30103,1,00:20:00,00:20:00,00:01:45,00:01:45,,Default,
5618,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
5631,30103,1,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
5661,30103,1,00:20:00,00:20:00,00:01:45,00:01:45,,Default,
5664,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
5672,30103,2,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
5706,30103,2,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
5725,30103,2,00:20:00,00:20:00,00:03:45,00:03:45,,Default,
5807,30103,1,01:05:00,01:05:00,00:00:00,00:00:00,,Default,
5809,30103,2,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
5837,30103,1,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
5862,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
5880,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
5895,30103,2,00:20:00,00:20:00,00:03:00,00:03:00,,Default,
5905,30103,1,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
6002,30103,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
6011,30103,2,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
6012,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6016,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6056,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
6136,30103,1,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6148,30103,1,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
6165,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
6189,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6202,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
6214,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
6242,30103,2,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
6255,30103,1,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
6294,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
6295,30103,1,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
6316,30103,1,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
6399,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
6405,30103,2,01:05:00,01:05:00,00:00:00,00:00:00,,Default,
6489,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6501,30103,2,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
6533,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6542,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6576,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6577,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6589,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
6598,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
6607,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
6618,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6655,30103,2,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
6660,30103,1,00:29:00,00:29:00,00:00:00,00:00:00,,Default,
6669,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6679,30103,2,00:20:00,00:20:00,00:00:15,00:00:15,,Default,
6681,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
6682,30103,2,00:20:00,00:20:00,00:03:45,00:03:45,,Default,
6683,30103,2,01:05:00,01:05:00,00:00:00,00:00:00,,Default,
6684,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
6687,30103,2,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6789,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
6795,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6813,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6830,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
6840,30103,2,00:35:00,00:35:00,00:00:00,00:00:00,,Default,
6841,30103,2,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
68807,68807,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
68807,30111,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
68807,35611,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
7892100,30103,0,00:20:00,00:20:00,00:00:15,00:00:15,,Default,
7892100,30053,0,00:20:00,00:20:00,00:00:15,00:00:15,,Default,
7892100,30102,0,00:20:00,00:20:00,00:00:15,00:00:15,,Default,
1929601,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1929604,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1929605,30053,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1929605,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1929646,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1932111,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
2313,30052,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
3149,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
4937,30103,1,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
4877,30103,1,00:20:00,00:20:00,00:03:00,00:03:00,,Default,
51019,30103,0,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
2318,30052,1,00:30:00,00:30:00,00:00:00,00:00:00,,Default,
2364,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2379,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2683,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2688,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2700,30052,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2802,34515,1,00:20:00,00:20:00,00:02:15,00:02:15,,Default,
2812,30052,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2822,30052,2,00:20:00,00:20:00,00:02:15,00:02:15,,Default,
2880,34515,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
3052,30052,1,00:25:00,00:25:00,00:00:00,00:00:00,,Default,
3385,34515,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
3481,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
4445,34515,1,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
4469,34515,2,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
4614,34515,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
5009,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
5047,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
5063,34515,2,00:20:00,00:20:00,00:02:00,00:02:00,,Default,
5161,34515,2,00:20:00,00:20:00,00:02:15,00:02:15,,Default,
5242,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
5371,30052,2,00:40:00,00:40:00,00:00:00,00:00:00,,Default,
5438,34515,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
5442,34515,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
5542,34515,2,00:20:00,00:20:00,00:00:15,00:00:15,,Default,
6246,34515,2,00:20:00,00:20:00,00:02:15,00:02:15,,Default,
6320,30052,2,00:30:00,00:30:00,00:00:00,00:00:00,,Default,
6321,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
6527,30052,1,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
6564,34515,1,00:20:00,00:20:00,00:04:15,00:04:15,,Default,
6645,34515,1,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
6647,30052,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
6659,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
6738,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2338,34515,2,00:20:00,00:20:00,00:02:15,00:02:15,,Default,
3381,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
5471,34515,2,00:20:00,00:20:00,00:02:00,00:02:00,,Default,
6160,34515,2,00:20:00,00:20:00,00:02:00,00:02:00,,Default,
6788,30052,2,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2966,34515,1,00:20:00,00:20:00,00:02:15,00:02:15,,Default,
2048,34515,1,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
2255,34515,1,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
2679,34515,1,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
3316,34515,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
6457,34515,1,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
4642,30103,1,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
30053,30053,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30053,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30053,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
2008,30053,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2013,30053,1,00:50:00,00:50:00,00:00:00,00:00:00,,Default,
2017,30053,1,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2020,30053,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2038,30053,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2041,30053,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2043,30053,2,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
2047,30053,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2064,30053,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2089,30053,1,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
